ticketId,customerId,customerName,customerSegment,plan,channel,subject,bodyPreview,createdAt,lastReplyAt,lastReplyBy,replyCount,status,priority,assignedTo,category,previousOpenTicketsForCustomer
TKT-307733,ACCT-02199,Engenharia Santos,SMB,GROWTH,CHAT,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-01-11T13:09:33,2026-01-15T15:15:58,AGENT,6,RESOLVED,LOW,Isadora Pinto,,0
TKT-300870,ACCT-02390,Alimentos Almeida do Brasil,SMB,STARTER,EMAIL,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-01-11T13:12:18,2026-01-13T18:14:40,AGENT,4,RESOLVED,MEDIUM,Felipe Nunes,,0
TKT-301151,ACCT-02419,Alimentos Costa S.A.,SMB,FREE,CHAT,Bug no filtro de data,"Quando seleciono o último trimestre, ele puxa dados de 2024 também.",2026-01-11T13:21:43,2026-01-19T12:18:45,AGENT,3,CLOSED,HIGH,Diego Cruz,,0
TKT-303754,ACCT-02053,Serviços Costa ME,SMB,FREE,EMAIL,Como configuro alertas por email?,Quero receber um email quando o saldo cair abaixo de R$1.000.,2026-01-11T13:22:29,2026-01-18T01:48:33,CUSTOMER,4,RESOLVED,HIGH,Ana Souza,,0
TKT-301297,ACCT-02280,Engenharia Ferreira,SMB,STARTER,CHAT,Pedido de nota fiscal de janeiro,Preciso da NF-e referente à competência 01/2026 pro fechamento contábil.,2026-01-11T13:23:56,2026-01-22T01:37:23,CUSTOMER,1,CLOSED,MEDIUM,Isadora Pinto,BILLING,0
TKT-302198,ACCT-02043,Varejo Rodrigues do Brasil,MID,GROWTH,EMAIL,Webhook deixou de disparar,Nossa integração não recebe nenhum evento desde sexta. Os logs mostram zero requisições.,2026-01-11T13:59:32,2026-01-19T00:47:21,CUSTOMER,1,CLOSED,HIGH,Isadora Pinto,BUG,0
TKT-302035,ACCT-02682,Comércio Santos do Brasil,SMB,FREE,CHAT,Convite pra evento,"Vamos sediar um meetup em SP, queriam falar de SaaS B2B?",2026-01-11T14:00:05,2026-01-12T14:19:40,AGENT,5,CLOSED,LOW,Ana Souza,,0
TKT-306905,ACCT-02008,Engenharia Santos,SMB,GROWTH,EMAIL,Boleto não chegou no email,"Olá, ainda não recebi o boleto da fatura deste mês. Podem reenviar para meu financeiro?",2026-01-11T14:13:57,2026-01-16T16:44:20,CUSTOMER,3,CLOSED,MEDIUM,Erica Tavares,BILLING,1
TKT-304636,ACCT-02321,Logística Carvalho S.A.,SMB,STARTER,CHAT,Bug no filtro de data,"Quando seleciono o último trimestre, ele puxa dados de 2024 também.",2026-01-11T14:25:46,2026-01-21T15:46:23,AGENT,4,IN_PROGRESS,URGENT,Felipe Nunes,BUG,0
TKT-303838,ACCT-02211,Varejo Costa S.A.,SMB,STARTER,EMAIL,Como integro com nosso ERP?,Usamos um ERP próprio. Vocês têm SDK ou só REST?,2026-01-11T14:43:51,2026-01-23T04:02:38,AGENT,2,CLOSED,MEDIUM,Isadora Pinto,HOW_TO,0
TKT-302526,ACCT-02529,Serviços Ribeiro,SMB,FREE,CHAT,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-01-11T14:50:42,2026-01-20T06:56:33,AGENT,6,RESOLVED,LOW,Ana Souza,,0
TKT-303214,ACCT-02210,Logística Fernandes do Brasil,ENT,ENTERPRISE,EMAIL,Upload de CSV trava em 99%,Tento subir um arquivo de 2MB e ele fica preso em 99% e nunca finaliza.,2026-01-11T15:02:04,2026-01-17T07:34:27,CUSTOMER,2,RESOLVED,MEDIUM,Erica Tavares,,0
TKT-307794,ACCT-02672,Transportes Carvalho S.A.,SMB,STARTER,EMAIL,API: endpoint pra listar webhooks,"Hoje só dá pra criar/deletar via UI, não tem GET na API.",2026-01-11T15:22:41,2026-01-13T13:31:44,AGENT,3,CLOSED,LOW,Diego Cruz,FEATURE_REQUEST,0
TKT-300505,ACCT-02476,Indústria Carvalho do Brasil,SMB,FREE,EMAIL,Estamos avaliando trocar de fornecedor,"Oi, tudo bem? Estamos olhando outras soluções e queria entender se vale a pena renovar.",2026-01-11T15:22:53,2026-01-21T09:30:52,AGENT,6,RESOLVED,LOW,Ana Souza,CHURN_SIGNAL,0
TKT-303358,ACCT-02526,Distribuidora Fernandes S.A.,SMB,FREE,CHAT,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-01-11T15:31:11,2026-01-22T22:51:15,AGENT,3,CLOSED,MEDIUM,Henrique Faria,HOW_TO,0
TKT-306571,ACCT-02460,Têxtil Ribeiro ME,SMB,STARTER,WHATSAPP,Cobrança duplicada na fatura de fevereiro,Aparece duas vezes a mensalidade do plano no extrato — preciso de estorno.,2026-01-11T15:49:38,2026-01-20T11:58:02,CUSTOMER,3,CLOSED,URGENT,Carla Mendes,BILLING,0
TKT-301546,ACCT-02499,Têxtil Ribeiro Ltda,SMB,FREE,EMAIL,Como exporto os dados do mês?,Preciso passar pra contabilidade — qual menu é?,2026-01-11T15:50:12,2026-01-22T03:19:20,CUSTOMER,4,CLOSED,MEDIUM,Carla Mendes,,0
TKT-302139,ACCT-02699,Logística Lima S.A.,SMB,STARTER,EMAIL,Webhook deixou de disparar,Nossa integração não recebe nenhum evento desde sexta. Os logs mostram zero requisições.,2026-01-11T15:58:37,2026-01-24T19:10:16,CUSTOMER,4,RESOLVED,HIGH,Bruno Lima,,0
TKT-306212,ACCT-02198,Comércio Souza ME,SMB,FREE,EMAIL,Dashboard não carrega após login,A página principal fica em loading infinito desde a manhã de hoje.,2026-01-11T16:00:49,2026-01-19T02:35:54,AGENT,5,RESOLVED,MEDIUM,Giovana Reis,,0
TKT-300142,ACCT-02492,Construtora Pereira,SMB,STARTER,CHAT,Pode adicionar SSO via Google Workspace?,"Nosso time tem 30 pessoas, gerenciar senha individual é dor.",2026-01-11T16:42:06,2026-01-12T10:26:40,CUSTOMER,7,CLOSED,MEDIUM,Bruno Lima,,0
TKT-306688,ACCT-02612,Comércio Andrade,SMB,FREE,CHAT,Queremos fazer downgrade pro Free,O ROI não está justificando o GROWTH — pode rebaixar pro plano gratuito?,2026-01-11T16:58:38,2026-01-14T05:10:23,AGENT,1,RESOLVED,MEDIUM,Ana Souza,,0
TKT-301091,ACCT-02099,Distribuidora Rodrigues S.A.,MID,GROWTH,EMAIL,Migração para outra plataforma,Vamos migrar pra um concorrente no próximo ciclo. Como exporto tudo?,2026-01-11T17:00:12,2026-01-25T04:44:56,CUSTOMER,5,RESOLVED,HIGH,Karina Melo,CHURN_SIGNAL,0
TKT-306770,ACCT-02077,Indústria Costa ME,SMB,STARTER,EMAIL,Onde vejo o histórico de alterações?,Quero ver quem mudou o status daquele registro semana passada.,2026-01-11T17:03:22,2026-01-20T01:36:03,CUSTOMER,8,RESOLVED,MEDIUM,Karina Melo,HOW_TO,0
TKT-305867,ACCT-02497,Farma Ferreira,SMB,FREE,EMAIL,Cobrança duplicada na fatura de fevereiro,Aparece duas vezes a mensalidade do plano no extrato — preciso de estorno.,2026-01-11T17:07:15,2026-01-18T11:21:17,CUSTOMER,6,RESOLVED,LOW,Carla Mendes,,0
TKT-305802,ACCT-02090,Comércio Costa do Brasil,ENT,GROWTH,PHONE_CALLBACK,Webhook deixou de disparar,Nossa integração não recebe nenhum evento desde sexta. Os logs mostram zero requisições.,2026-01-11T17:24:56,2026-01-17T17:56:09,AGENT,2,WAITING_CUSTOMER,URGENT,Felipe Nunes,,0
TKT-305657,ACCT-02089,Varejo Oliveira Ltda,MID,GROWTH,CHAT,Feedback geral sobre o produto,"Só queria mandar um obrigado, time. UX melhorou bastante esse ano.",2026-01-11T17:25:39,2026-01-20T15:43:30,CUSTOMER,4,RESOLVED,MEDIUM,Henrique Faria,OTHER,0
TKT-303737,ACCT-02311,Varejo Lima S.A.,MID,GROWTH,CHAT,Pedido de nota fiscal de janeiro,Preciso da NF-e referente à competência 01/2026 pro fechamento contábil.,2026-01-11T17:41:19,2026-01-13T23:09:16,CUSTOMER,3,RESOLVED,HIGH,Carla Mendes,BILLING,0
TKT-307135,ACCT-02537,Comércio Rodrigues do Brasil,SMB,STARTER,EMAIL,Como mudo o método de pagamento?,Quero trocar de boleto pra cartão — onde faço isso no painel?,2026-01-11T18:17:33,2026-01-18T09:03:56,CUSTOMER,4,CLOSED,HIGH,Giovana Reis,,0
TKT-303418,ACCT-02591,Atacadista Oliveira Ltda,SMB,STARTER,CHAT,Como adiciono um novo usuário?,Sou admin e não acho onde convidar mais alguém.,2026-01-11T18:19:20,2026-01-25T15:55:04,AGENT,5,CLOSED,MEDIUM,Bruno Lima,,0
TKT-307395,ACCT-02452,Varejo Santos do Brasil,SMB,STARTER,CHAT,Bug no filtro de data,"Quando seleciono o último trimestre, ele puxa dados de 2024 também.",2026-01-11T18:37:53,2026-01-24T11:45:01,AGENT,5,WAITING_CUSTOMER,HIGH,Giovana Reis,,0
TKT-306351,ACCT-02641,Distribuidora Rodrigues S.A.,SMB,STARTER,CHAT,Webhook deixou de disparar,Nossa integração não recebe nenhum evento desde sexta. Os logs mostram zero requisições.,2026-01-11T18:59:44,2026-01-24T22:47:17,CUSTOMER,3,CLOSED,URGENT,Isadora Pinto,,0
TKT-302382,ACCT-02636,Soluções Souza Ltda,SMB,STARTER,EMAIL,Como mudo o método de pagamento?,Quero trocar de boleto pra cartão — onde faço isso no painel?,2026-01-11T19:13:02,2026-01-23T16:16:36,AGENT,6,RESOLVED,HIGH,João Vargas,,0
TKT-302800,ACCT-02090,Comércio Costa do Brasil,ENT,GROWTH,CHAT,Cobrança duplicada na fatura de fevereiro,Aparece duas vezes a mensalidade do plano no extrato — preciso de estorno.,2026-01-11T19:16:18,2026-01-24T03:19:25,CUSTOMER,2,CLOSED,HIGH,Carla Mendes,,0
TKT-302439,ACCT-02053,Serviços Costa ME,SMB,FREE,EMAIL,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-01-11T19:26:27,2026-01-14T10:21:21,AGENT,5,CLOSED,LOW,Bruno Lima,,0
TKT-307312,ACCT-02192,Distribuidora Souza do Brasil,SMB,STARTER,WHATSAPP,Pix não foi reconhecido,Pago o boleto via Pix ontem mas a plataforma ainda mostra como em aberto. Comprovante anexo.,2026-01-11T19:27:57,2026-01-14T18:26:52,AGENT,2,CLOSED,LOW,Karina Melo,,0
TKT-300464,ACCT-02320,Engenharia Rodrigues ME,SMB,GROWTH,EMAIL,Cobrança duplicada na fatura de fevereiro,Aparece duas vezes a mensalidade do plano no extrato — preciso de estorno.,2026-01-11T19:41:22,2026-01-20T08:34:19,AGENT,5,CLOSED,MEDIUM,Carla Mendes,BILLING,0
TKT-300138,ACCT-02523,Comércio Pereira Ltda,SMB,STARTER,CHAT,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-01-11T19:46:34,2026-01-23T04:52:07,AGENT,3,WAITING_CUSTOMER,LOW,Carla Mendes,HOW_TO,0
TKT-303122,ACCT-02443,Têxtil Andrade,MID,ENTERPRISE,EMAIL,Erro 500 ao salvar relatório,Quando clico em 'Exportar' o sistema retorna 500. Tentei em três navegadores diferentes.,2026-01-11T20:20:43,2026-01-18T21:37:18,AGENT,5,CLOSED,URGENT,Henrique Faria,,0
TKT-307093,ACCT-02389,Tecnologia Rodrigues do Brasil,SMB,STARTER,EMAIL,Upload de CSV trava em 99%,Tento subir um arquivo de 2MB e ele fica preso em 99% e nunca finaliza.,2026-01-11T20:42:17,2026-01-19T05:58:03,CUSTOMER,1,RESOLVED,MEDIUM,Henrique Faria,,0
TKT-305690,ACCT-02690,Alimentos Rodrigues S.A.,SMB,STARTER,EMAIL,Sugestão: exportar em XLSX,Hoje só temos CSV — seria muito útil ter XLSX com formatação.,2026-01-11T21:24:18,2026-01-21T01:39:08,CUSTOMER,1,IN_PROGRESS,HIGH,Bruno Lima,,0
TKT-301876,ACCT-02028,Indústria Costa do Brasil,MID,ENTERPRISE,EMAIL,Migração para outra plataforma,Vamos migrar pra um concorrente no próximo ciclo. Como exporto tudo?,2026-01-11T22:34:33,2026-01-16T21:24:35,CUSTOMER,3,RESOLVED,MEDIUM,Ana Souza,,0
TKT-305601,ACCT-02649,Farma Oliveira do Brasil,SMB,GROWTH,CHAT,Pedido de nota fiscal de janeiro,Preciso da NF-e referente à competência 01/2026 pro fechamento contábil.,2026-01-11T23:07:29,2026-01-14T04:47:58,AGENT,3,CLOSED,MEDIUM,Ana Souza,BILLING,0
TKT-303800,ACCT-02507,Serviços Carvalho S.A.,SMB,FREE,CHAT,Bug no filtro de data,"Quando seleciono o último trimestre, ele puxa dados de 2024 também.",2026-01-11T23:07:35,2026-01-24T18:01:27,AGENT,7,CLOSED,HIGH,Ana Souza,,0
TKT-304308,ACCT-02063,Varejo Souza ME,ENT,ENTERPRISE,EMAIL,Parceria comercial,Trabalhamos com um produto complementar — quem fala sobre integração de marketing?,2026-01-12T00:36:51,2026-01-12T16:11:07,AGENT,2,CLOSED,MEDIUM,Ana Souza,,0
TKT-300043,ACCT-02036,Varejo Ribeiro do Brasil,SMB,STARTER,CHAT,Feedback geral sobre o produto,"Só queria mandar um obrigado, time. UX melhorou bastante esse ano.",2026-01-12T00:42:14,2026-01-22T00:35:24,AGENT,4,CLOSED,MEDIUM,João Vargas,,0
TKT-307004,ACCT-02387,Serviços Ferreira do Brasil,SMB,GROWTH,CHAT,Como configuro alertas por email?,Quero receber um email quando o saldo cair abaixo de R$1.000.,2026-01-12T00:46:41,2026-01-20T22:02:33,AGENT,1,CLOSED,MEDIUM,Isadora Pinto,,0
TKT-301835,ACCT-02356,Serviços Rodrigues S.A.,SMB,STARTER,EMAIL,Pix não foi reconhecido,Pago o boleto via Pix ontem mas a plataforma ainda mostra como em aberto. Comprovante anexo.,2026-01-12T01:07:52,2026-01-19T05:18:18,AGENT,1,CLOSED,MEDIUM,Bruno Lima,,1
TKT-305366,ACCT-02194,Atacadista Fernandes ME,MID,STARTER,CHAT,Boleto não chegou no email,"Olá, ainda não recebi o boleto da fatura deste mês. Podem reenviar para meu financeiro?",2026-01-12T01:11:14,2026-01-13T18:20:06,AGENT,7,RESOLVED,HIGH,Isadora Pinto,,0
TKT-304984,ACCT-02206,Engenharia Almeida ME,SMB,STARTER,CHAT,App mobile crasha ao abrir notificação,Toda vez que clico numa push o app fecha sozinho. iOS 17.,2026-01-12T01:15:01,2026-01-20T21:08:09,AGENT,5,CLOSED,HIGH,Carla Mendes,BUG,0
TKT-305522,ACCT-02040,Distribuidora Pereira ME,SMB,STARTER,CHAT,Indicação de cliente,Tem programa de referral? Posso indicar 2 empresas amigas.,2026-01-12T01:37:08,2026-01-20T06:17:13,CUSTOMER,1,WAITING_CUSTOMER,LOW,Bruno Lima,,0
TKT-307714,ACCT-02219,Indústria Ferreira Ltda,SMB,STARTER,WHATSAPP,Onde vejo o histórico de alterações?,Quero ver quem mudou o status daquele registro semana passada.,2026-01-12T01:44:00,2026-01-14T21:05:50,CUSTOMER,2,CLOSED,MEDIUM,Bruno Lima,,0
TKT-303041,ACCT-02394,Atacadista Oliveira ME,SMB,GROWTH,EMAIL,Parceria comercial,Trabalhamos com um produto complementar — quem fala sobre integração de marketing?,2026-01-12T02:15:45,2026-01-17T12:21:58,CUSTOMER,2,CLOSED,MEDIUM,Isadora Pinto,,0
TKT-305454,ACCT-02491,Indústria Costa S.A.,ENT,ENTERPRISE,EMAIL,Sugestão: exportar em XLSX,Hoje só temos CSV — seria muito útil ter XLSX com formatação.,2026-01-12T02:19:17,2026-01-22T22:18:21,CUSTOMER,4,CLOSED,LOW,Felipe Nunes,,1
TKT-304468,ACCT-02628,Atacadista Pereira S.A.,SMB,STARTER,EMAIL,Cobrança duplicada na fatura de fevereiro,Aparece duas vezes a mensalidade do plano no extrato — preciso de estorno.,2026-01-12T02:20:12,2026-01-12T13:20:41,CUSTOMER,5,RESOLVED,MEDIUM,Giovana Reis,BILLING,0
TKT-305516,ACCT-02549,Engenharia Lima do Brasil,SMB,STARTER,EMAIL,Cobrança duplicada na fatura de fevereiro,Aparece duas vezes a mensalidade do plano no extrato — preciso de estorno.,2026-01-12T03:04:02,2026-01-18T18:49:47,CUSTOMER,4,CLOSED,MEDIUM,Henrique Faria,,0
TKT-305196,ACCT-02298,Tecnologia Costa do Brasil,SMB,STARTER,EMAIL,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-01-12T03:05:17,2026-01-18T05:12:43,AGENT,3,CLOSED,LOW,Ana Souza,,0
TKT-302861,ACCT-02670,Distribuidora Santos do Brasil,MID,GROWTH,EMAIL,Bug no filtro de data,"Quando seleciono o último trimestre, ele puxa dados de 2024 também.",2026-01-12T03:35:26,2026-01-21T19:38:10,AGENT,4,RESOLVED,HIGH,Felipe Nunes,,0
TKT-306769,ACCT-02402,Farma Ribeiro S.A.,SMB,STARTER,CHAT,Cobrança duplicada na fatura de fevereiro,Aparece duas vezes a mensalidade do plano no extrato — preciso de estorno.,2026-01-12T03:50:41,2026-01-18T03:16:22,AGENT,5,CLOSED,MEDIUM,Henrique Faria,BILLING,0
TKT-306165,ACCT-02021,Alimentos Pereira Ltda,ENT,ENTERPRISE,EMAIL,Pix não foi reconhecido,Pago o boleto via Pix ontem mas a plataforma ainda mostra como em aberto. Comprovante anexo.,2026-01-12T04:23:56,2026-01-19T01:53:04,AGENT,8,IN_PROGRESS,MEDIUM,Carla Mendes,,0
TKT-302074,ACCT-02088,Têxtil Souza Ltda,ENT,ENTERPRISE,EMAIL,Sugestão: exportar em XLSX,Hoje só temos CSV — seria muito útil ter XLSX com formatação.,2026-01-12T04:54:46,2026-01-16T03:16:22,CUSTOMER,5,CLOSED,MEDIUM,Isadora Pinto,,0
TKT-303005,ACCT-02012,Indústria Fernandes Ltda,SMB,FREE,CHAT,Bug no filtro de data,"Quando seleciono o último trimestre, ele puxa dados de 2024 também.",2026-01-12T05:08:19,2026-01-12T13:16:23,CUSTOMER,2,CLOSED,HIGH,Bruno Lima,,1
TKT-304361,ACCT-02114,Soluções Rodrigues ME,MID,STARTER,EMAIL,Como exporto os dados do mês?,Preciso passar pra contabilidade — qual menu é?,2026-01-12T06:14:14,2026-01-17T10:16:20,AGENT,5,RESOLVED,MEDIUM,João Vargas,,0
TKT-306020,ACCT-02432,Alimentos Oliveira S.A.,ENT,ENTERPRISE,EMAIL,Bug no filtro de data,"Quando seleciono o último trimestre, ele puxa dados de 2024 também.",2026-01-12T06:49:20,2026-01-16T09:36:10,CUSTOMER,4,CLOSED,HIGH,Isadora Pinto,BUG,0
TKT-303809,ACCT-02448,Logística Ribeiro do Brasil,SMB,STARTER,CHAT,Pix não foi reconhecido,Pago o boleto via Pix ontem mas a plataforma ainda mostra como em aberto. Comprovante anexo.,2026-01-12T07:45:02,2026-01-24T17:46:52,AGENT,3,RESOLVED,LOW,Carla Mendes,,0
TKT-301989,ACCT-02681,Tecnologia Costa S.A.,SMB,STARTER,CHAT,Como configuro alertas por email?,Quero receber um email quando o saldo cair abaixo de R$1.000.,2026-01-12T07:47:49,2026-01-25T14:35:26,CUSTOMER,3,RESOLVED,MEDIUM,Isadora Pinto,,0
TKT-300164,ACCT-02682,Comércio Santos do Brasil,SMB,FREE,WHATSAPP,Estamos avaliando trocar de fornecedor,"Oi, tudo bem? Estamos olhando outras soluções e queria entender se vale a pena renovar.",2026-01-12T08:04:19,2026-01-20T13:32:46,AGENT,4,IN_PROGRESS,MEDIUM,João Vargas,,0
TKT-306593,ACCT-02584,Serviços Santos,SMB,GROWTH,EMAIL,Dashboard não carrega após login,A página principal fica em loading infinito desde a manhã de hoje.,2026-01-12T08:27:35,2026-01-12T13:00:25,CUSTOMER,2,CLOSED,HIGH,Erica Tavares,,1
TKT-306561,ACCT-02256,Construtora Rodrigues ME,SMB,STARTER,CHAT,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-01-12T08:30:08,2026-01-26T00:50:13,AGENT,7,RESOLVED,LOW,Giovana Reis,HOW_TO,0
TKT-303920,ACCT-02012,Indústria Fernandes Ltda,SMB,FREE,EMAIL,Como exporto os dados do mês?,Preciso passar pra contabilidade — qual menu é?,2026-01-12T08:32:18,2026-01-21T04:43:03,CUSTOMER,8,RESOLVED,MEDIUM,Isadora Pinto,,1
TKT-302666,ACCT-02681,Tecnologia Costa S.A.,SMB,STARTER,EMAIL,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-01-12T08:44:02,2026-01-25T04:45:08,CUSTOMER,3,RESOLVED,LOW,João Vargas,HOW_TO,0
TKT-302101,ACCT-02502,Indústria Ribeiro ME,SMB,STARTER,EMAIL,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-01-12T08:56:10,2026-01-23T16:28:18,AGENT,3,RESOLVED,MEDIUM,Bruno Lima,,0
TKT-305620,ACCT-02109,Atacadista Souza do Brasil,SMB,STARTER,EMAIL,Sugestão: exportar em XLSX,Hoje só temos CSV — seria muito útil ter XLSX com formatação.,2026-01-12T09:39:29,2026-01-17T01:01:46,CUSTOMER,2,CLOSED,MEDIUM,Felipe Nunes,FEATURE_REQUEST,0
TKT-304565,ACCT-02583,Têxtil Carvalho,SMB,FREE,CHAT,Bug no filtro de data,"Quando seleciono o último trimestre, ele puxa dados de 2024 também.",2026-01-12T09:52:04,2026-01-16T02:55:57,AGENT,2,RESOLVED,LOW,Carla Mendes,,0
TKT-307509,ACCT-02188,Serviços Oliveira S.A.,SMB,FREE,EMAIL,Sugestão de campo customizado no perfil,Precisamos guardar o CNPJ secundário do cliente em algum lugar.,2026-01-12T10:06:38,2026-01-23T22:41:32,AGENT,2,IN_PROGRESS,MEDIUM,Carla Mendes,FEATURE_REQUEST,1
TKT-305126,ACCT-02696,Serviços Santos S.A.,MID,STARTER,WHATSAPP,Falta filtro por tag no listão,Conseguiríamos filtrar registros pela tag custom? Hoje só dá pra ordenar.,2026-01-12T10:16:07,,,0,NEW,LOW,,,1
TKT-300892,ACCT-02360,Alimentos Fernandes,SMB,STARTER,WHATSAPP,Convite pra evento,"Vamos sediar um meetup em SP, queriam falar de SaaS B2B?",2026-01-12T10:17:16,2026-01-25T09:09:10,AGENT,2,CLOSED,URGENT,Carla Mendes,,0
TKT-303989,ACCT-02523,Comércio Pereira Ltda,SMB,STARTER,WHATSAPP,Bug no filtro de data,"Quando seleciono o último trimestre, ele puxa dados de 2024 também.",2026-01-12T10:18:43,2026-01-21T21:59:28,AGENT,3,CLOSED,LOW,Isadora Pinto,BUG,1
TKT-306659,ACCT-02455,Comércio Santos do Brasil,ENT,ENTERPRISE,EMAIL,Como exporto os dados do mês?,Preciso passar pra contabilidade — qual menu é?,2026-01-12T10:40:08,2026-01-19T14:15:32,AGENT,8,CLOSED,MEDIUM,João Vargas,,1
TKT-304083,ACCT-02231,Soluções Pereira Ltda,SMB,FREE,EMAIL,Pix não foi reconhecido,Pago o boleto via Pix ontem mas a plataforma ainda mostra como em aberto. Comprovante anexo.,2026-01-12T10:47:24,2026-01-22T09:28:42,AGENT,3,RESOLVED,MEDIUM,Henrique Faria,BILLING,0
TKT-307988,ACCT-02235,Soluções Almeida Ltda,ENT,ENTERPRISE,EMAIL,Indicação de cliente,Tem programa de referral? Posso indicar 2 empresas amigas.,2026-01-12T11:33:07,2026-01-21T19:42:02,AGENT,1,WAITING_CUSTOMER,HIGH,Giovana Reis,OTHER,0
TKT-302836,ACCT-02674,Tecnologia Souza do Brasil,ENT,ENTERPRISE,WHATSAPP,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-01-12T11:55:23,2026-01-12T14:56:35,CUSTOMER,7,RESOLVED,MEDIUM,Ana Souza,,1
TKT-307177,ACCT-02067,Alimentos Andrade do Brasil,SMB,FREE,EMAIL,Como adiciono um novo usuário?,Sou admin e não acho onde convidar mais alguém.,2026-01-12T12:11:41,2026-01-20T01:23:47,AGENT,4,CLOSED,HIGH,Carla Mendes,HOW_TO,0
TKT-304194,ACCT-02461,Varejo Rodrigues ME,ENT,ENTERPRISE,EMAIL,Cobrança duplicada na fatura de fevereiro,Aparece duas vezes a mensalidade do plano no extrato — preciso de estorno.,2026-01-12T12:32:50,2026-01-23T09:20:34,CUSTOMER,1,CLOSED,MEDIUM,Ana Souza,,0
TKT-300613,ACCT-02353,Têxtil Carvalho,SMB,GROWTH,CHAT,Indicação de cliente,Tem programa de referral? Posso indicar 2 empresas amigas.,2026-01-12T12:38:29,2026-01-14T08:37:21,AGENT,3,IN_PROGRESS,LOW,Henrique Faria,,0
TKT-305353,ACCT-02015,Engenharia Rodrigues ME,SMB,GROWTH,WHATSAPP,Onde vejo o histórico de alterações?,Quero ver quem mudou o status daquele registro semana passada.,2026-01-12T12:53:51,2026-01-18T15:39:37,AGENT,4,RESOLVED,LOW,Ana Souza,,0
TKT-306362,ACCT-02697,Soluções Ribeiro S.A.,MID,GROWTH,EMAIL,Webhook deixou de disparar,Nossa integração não recebe nenhum evento desde sexta. Os logs mostram zero requisições.,2026-01-12T13:15:35,2026-01-23T22:34:31,AGENT,6,CLOSED,HIGH,Ana Souza,,0
TKT-305043,ACCT-02419,Alimentos Costa S.A.,SMB,FREE,CHAT,Falta filtro por tag no listão,Conseguiríamos filtrar registros pela tag custom? Hoje só dá pra ordenar.,2026-01-12T13:37:35,2026-01-15T16:35:27,AGENT,5,RESOLVED,HIGH,Carla Mendes,,0
TKT-305364,ACCT-02243,Engenharia Rodrigues,ENT,ENTERPRISE,PHONE_CALLBACK,Tem como mudar a moeda padrão?,Trabalhamos com USD em alguns clientes.,2026-01-12T13:59:34,2026-01-23T08:06:11,AGENT,1,CLOSED,MEDIUM,Carla Mendes,HOW_TO,0
TKT-303804,ACCT-02651,Soluções Lima Ltda,MID,STARTER,EMAIL,Sugestão de campo customizado no perfil,Precisamos guardar o CNPJ secundário do cliente em algum lugar.,2026-01-12T14:05:01,2026-01-14T07:40:27,CUSTOMER,2,CLOSED,MEDIUM,Erica Tavares,FEATURE_REQUEST,0
TKT-307986,ACCT-02020,Construtora Andrade,SMB,FREE,WHATSAPP,Pix não foi reconhecido,Pago o boleto via Pix ontem mas a plataforma ainda mostra como em aberto. Comprovante anexo.,2026-01-12T14:14:42,2026-01-19T10:12:12,AGENT,7,CLOSED,MEDIUM,Henrique Faria,,0
TKT-302567,ACCT-02304,Transportes Oliveira Ltda,ENT,ENTERPRISE,CHAT,Indicação de cliente,Tem programa de referral? Posso indicar 2 empresas amigas.,2026-01-12T14:46:46,2026-01-15T17:31:05,CUSTOMER,4,RESOLVED,MEDIUM,Carla Mendes,,0
TKT-304204,ACCT-02647,Serviços Souza,SMB,STARTER,CHAT,Como adiciono um novo usuário?,Sou admin e não acho onde convidar mais alguém.,2026-01-12T14:53:20,2026-01-21T05:41:31,CUSTOMER,3,CLOSED,LOW,Diego Cruz,HOW_TO,1
TKT-306623,ACCT-02487,Têxtil Fernandes S.A.,MID,STARTER,CHAT,Feedback geral sobre o produto,"Só queria mandar um obrigado, time. UX melhorou bastante esse ano.",2026-01-12T15:07:29,2026-01-21T15:22:51,AGENT,4,IN_PROGRESS,HIGH,Carla Mendes,,0
TKT-306699,ACCT-02552,Atacadista Almeida ME,SMB,STARTER,EMAIL,Como exporto os dados do mês?,Preciso passar pra contabilidade — qual menu é?,2026-01-12T15:15:33,2026-01-24T02:38:14,AGENT,3,IN_PROGRESS,LOW,Ana Souza,HOW_TO,1
TKT-306812,ACCT-02071,Varejo Lima ME,SMB,FREE,EMAIL,App mobile crasha ao abrir notificação,Toda vez que clico numa push o app fecha sozinho. iOS 17.,2026-01-12T15:28:05,2026-01-25T09:14:44,CUSTOMER,6,WAITING_CUSTOMER,HIGH,Henrique Faria,BUG,1
